리뷰,평점,라벨링
"넓은 공간, 바다뷰 외에는 장점이 한 개도 없는 카페입니다.
비싸고, 빵도 방금한척하는데 실상은 오래 된거고, 데워주는것도 전자레인지 ㅋㅋ 게다가 진짜 너무 맛없음.. ㅋㅋ 돈아깝고 시간 아까운 곳....ㅋ 미안하지만 빵좀 양심있게 만드시길..",1,0
언양불고기 먹었습니다,3.5,0
"커피 가격대에 비해 맛 없어요
전형적인 관광지 카페입니다",1,0
"코스 b 엄마랑 먹었습니다 서버분도 친절한지 잘 모르겠고… 전 좀 기대이하여서 다시 먹고 싶진
않네요 ㅎㅎ",2.5,0
"움식은 맛있었지만 무한리필 소고기 상태가 좋지 않았어요
직원들은 친절했지만 걸어다닐때 마다 신발이  바닥에 쩍쩍붙어 불쾌했어요",2,0
"차나 디저트류는 맛있는데, 손님들이 홀에 있는데도조리대에서 사장님이 직원을 혼내는 소리가 계속 거슬려 편안하게 먹지 못했어요. 여행 분위기 즐기도 말고 할거 없이 먹고 바로 나왔습니다.",2,0
"몇년전에 먹었을때는 정말 맛있었는데....
오랜만에 먹으러왔는데 떡옷이 두꺼워져서 딸기모찌맛이 덜하네요 ㅠ",2.5,0
"마지막 휴가에 간 경포대  거기에 맛집 수제버거집이있다구해서갔는데 진심 넘불친절해서 놀랐구요 특히 가게앞 코너에 주차된쏘나타 한대때문에 지나가는 관광객분들 수십명이 중앙선침
범을해야했습니다 누가 저렇게 주차를 양심없이했을까 생각하는데 햄버거집 여자 직원인지 사장인지 차와가게를  들락날락 거리다라구요 제가가서 본인때문에 여러사람 불편하니 이동주
차를말씀드리니  하시는말씀이 피해가래요? ㅋㅋㅋㅋㅋㅋㅋ 실화입니까? 이런 사고를가진사람은  분명직원은아닐꺼고 사장님이나 자제분일꺼라생각되는데... 당신들가게뿐아니라 ...",0.5,0
새우 전복 문어 시켜서 먹었는데 새우가 생각보다 하나도 안비려서 맛잇엇어요!ㅋㅋㅋ문어는 당연맛있엇구!근데 전복이 비렷어요 ㅠㅠㅠ,3.5,0
장보기 편해,3.5,0
새우철임에도 새우가 너무 작았음  새우찜 아무맛도 안남 서비스 최악 안경쓴사람이 사장인지 매니저인지는 모르겠으나 건성건성 하고 대답일절 안함 남자 알바도 마찬가지. 주방 남자까지 셋 포함해서 뭐 시켜도 휴대폰만 보고 껄렁하게 걸어 오고 목소리 기어들어가게 말하면서 마치 귀찮은데 손님왔네? 느낌 친절한 서비스를 바라는게 아닌데 불쾌할 정도임 1점은 새우회가 맛있어서 줌,1.5,0
너무 덥고.. 찬절하지도 않고.. 무슨 공장? 돌리는 느낌.. 양도 적고.... 별루...,1,0
인테리어는 이쁜데 커피맛이 살짝 아쉽네요~ 그래도 야외테이블 좋았어요,3,0
"물엿듬뿍들어간 떡볶이맛나는 양념 
맛있지만 금방 질리는..ㅜ ㅠ ",3,0
너무 달아요ㅠㅠ,2,0
가족들이랑,3.5,0
육즙이 쥬시하진 않네요...:(,3,0
"카페 이쁜데 청담보다 비싸네요 ..
가본 제주카페 중 젤 비싸요  ㅋㅋ",2,0
11111,2.5,0
ㄱ,3.5,0
엄청기대해서 그런가 쏘쏘해여 ㅜㅜ,3,0
황태구이가 너무다ㄹㅁ,3,0
"맛잇어요
주차장작아서 불편하지만 감수할만하고
괜찮습니다",3.5,0
"제가 회전초밥집 가서 단품시킨게 처음인거 같네요. 준비가 안되었으면 오픈을 미루던지,, 먹을게 하나도 없었네요. 그 흔한 연어초밥도 들어온지 30분은 되서 나온듯..  맛과 친절은 뛰어날지 몰라도 시스템이 오늘 최악이었네요. 아. 참다못해 연어 먹으려고 사케동 시켰는데, 메뉴 사진은 아보카도가 있는데 이것도 없네요. 이거는 사기아닌가..",0.5,0
맛이 없고 별로에요 ㅠㅠㅠ 짜고 맵고 ㅠㅠㅠ,1,0
갈치가 너무 아니었넉요,3,0
버통보터ㅓ어버ㅓ넌,3,0
유명세에 비해 고기맛은 평범한 것 같아요. 뼈등심과 삼겹살 먹었고 뼈등심은 퍽퍽한 살코기를 부드럽게 먹을수있다는 메리트가 있을 뿐 인생고기 이정돈 아니었네요. 오히려 김치찌개가 맛있었어요ㅎ  에어컨이 약한지 매장이 너무 더워서 고기먹기 전에 불판앞에서 입맛도 떨어지고ㅜ 제주가면 처음 한번 들를 집이지 다시 가서 줄서서 먹고싶진 않아요 혹시나 예약 실패해서 못드시는 분들이 아쉬워할 정도는 아닌거같아요,3,0
"야외 바다뷰는 좋은데... 음식값에비해 가격이 비싼데 맛은 그닥 시중에파는 맛
수저포크 너무 오레된 듯한 ...세척이 안된느낌 찝찝함 ㅠㅠ",3,0
물회 육수가 먹을수록 점점 매콤 알싸해져서 취향에도 잘 맞았고 해산물도 싱싱해서 좋았는데 알바생들 냉장고앞에서 옹기종기 모여서 떠드는데 그 앞 테이블에 앉아서 먹다가 성가셔서 체하는줄 알았습니다,3,0
네이버로 예약을 사전 예약을 하고 가서 별다른 대기없이 잘 이용했습니다. 한적한 곳에 자리 잡아주셔서 편안하게 이용했고요. 홍대점도 그렇고 예약이 진리!,3,0
"발렛주차도 해주시고 이모분들이 너무 친절하십니다.
배불리 맛있게 먹고 왔습니다",3.5,0
뷰는 좋습니다. 빵맛도 보기보다 괜찮아요. 근데 카운터 남성 직원분이 불친절했어요. 다른 손님분들에게 하는 언행이 보기 매우 불편했네요.,3,0
"정말 별로에요. 너무 달고 느길거려요 ...
",0.5,0
"알바생도 많고 손님들도 많아요~ 떡볶이 가래떡은 쫀든쫀득하고 좋은데 약간 고추장소스맛만 나는 느낌? 옛날 떡볶이 맛이라 생각하면 될까요?
오징어튀김에 오징어가 큼직한게 마음에 들고요 다만 그거말고는 다를게 크게 없어요
그냥 한번 올만한거 같아요!! 기대를 너무 해서 그럴까요??",3,0
굳,3.5,0
ㅡ,3.5,0
"트레이드마크인 조명은 이쁘나 음료와 특히 베이커리 가격이 사악하네요;;
두번 방문은 없을듯",3,0
넘 복잡해서 별로,1,0
"음식맛도 괜찮고 뷰가 좋아요.
다만 만석시 대기관리가 안되기 때문에 눈치껏 자리부터 잡고 주문해야해요.",3,0
46000원 커플세트를 시켰는데 가격에 비해서 맛도 별로 없고 양도 그냥 그래요 세트 메뉴 중 닭가라아게는 1인 당 한 개였는데 하나는 일반치킨가게에서 파서 순살치킨 한 조각보다 작았어요 한 번 와본 걸로 만족한 곳입니다,2,0
"뷰맛집. 테라스 있고 넓어서 좋으나 역시 관광지 커피값. 아메는 좀 써요. 빵, 케익종류 많긴함",3.5,0
진짜 최악인 음식점입니다. 갈치조림은허물텅에 비린내에 밥먹다가 똥파리 대왕만한게 반찬에 왔다갔다—; 오븐작뚝배기는 세상 이런 맛대가리없는 뚝배기는 또 첨 먹어보는듯ㅋ 어제 남은거 다시 끓여다 재탕한 느낌 .. 진짜 화가나서 후기 남겨요 절대 절대 가지마세요,0.5,0
"저는 보통이던데요...
젊으신 분들은 좋을 수도~",3,0
홀 넓구요 근데 막국수 나올때 면 김가루 이런것만 해서 나오네욬ㅋㅋㅋ겨자 식초는 기호라 그렇다 치는데 양념장 기름 설탕 이런거까지 손님이 만들어 넣어서 제조해먹어야하나요? ㅋㅋㅋㅋ이해불가,3,0
"직원들은 친절하나 감자탕 맛이 더업글 되면좋갰어오 육수랑 고기
순대는 맛났어요",2.5,0
"커피는 정말 맛있습니다
이전에 먹었던게 기억에 남아 오랜만에 생각나 들린 공간인데 되게 불친절해서 놀랬네요 내가 이상한건가 싶어 리뷰를 보니 다들 똑같은 반응이네요 .. 정말 불친절합니다 응대도 대충. 뭐 물어봐도 뜨끈미지근 참 .. 커피 맛은 여전하지만 직원인지 사장인지.. ~ 쫌 그렇네요",0.5,0
"기대를 너무 하고 갔는지.. 직원분들이 많이 있었지만, 고객을 항상 배려한다는 느낌은 못 받았습니다. 그리고 맛도 송정 숨비소리가 훨씬 나았습니다.",3,0
맛나요,3.5,0
개방감 굳,3.5,0
맛남,3,0
1인 1메뉴 시키라네요 성인이라도 두명이 하나 시킬수도 있지 않나 생각하는데 사람도 별로 없었는데 먹으면서도 기분이 안좋았어요,1,0
주인이 친절하고 가자미조림이 맛있습니다,3.5,0
"네이버예약 이틀 전에 했는데 예약 명단에도 없고 분명
이틀전 예약했다고 했는데 직원은 당일 예약은 안된다고 하고ㅡㅡ 제대로 관리 안되는 듯 그리고 자기들 잘못이면서 죄송하다는 말도 없었네요. 확인됐고 안내해드릴게요 이 말뿐 ㅡㅡ 코스요리했는데 중간 텀이 너무 김 두 시간은  먹은 듯",1,0
좋아요,3.5,0
"족발 대자 방문해서 포장해왔습니다. 몇일전에도 지인집에 갈때 대자 포장했었는데 이번엔 양이 너무 적어서 중자로 잘못왔나 전화해보려다가 아이가 배고프다고 먹기시작해서 그냥 먹게두고는 야채를 여는데 정말 화가났습니다.마늘은 썰다만 
찌꺼기처럼 생긴대다가 그나마 오래되서 핑크색으로 상해있었고 고추는 곰팡이가ㅜㅜ 이정도면 포장할때 분명 확인되실텐데..이걸 손님한테 먹으라고 그냥 보낸건지..맘같아선 다시 싸서 앞에 가져다주고 싶었습니다.장사가 잘되면 잘될수록 돈
을 지불하고 먹는 사람들 생각을 하셨음 좋겠습니다.",0.5,0
"맛은 있으나, 불친절합니다.",3,0
"바다를 바라보는 난간이 유리였다면., , 
커피에 산미가 적었더라면.., ",3.5,0
그냥 저냥,2.5,0
그냥 무난한 편이예요. 사람 많은 편은 아닌데 음식들이 그냥 식어서 맛 없는 것도 있어서.. 고기만 먹었어요,3,0
숙소가 강릉임에도 티비 맛집소개로 속초까지 찾아갔는데 조개에 모래도 씹히는게 많고 게도 신선하지않고 살이 흐트러지고..조개찜이 식어서 치즈가 분리되어있어서 실망..,2.5,0
반찬도 그렇고  성개국 전복뚝배기 먹었는데 왠만해서 밥 안남기는데 정말 맛이 없네요~더본호텔에서 숙박했는데 더본호텔 전복 뚝베기가 더 맛있네요~ 지인추천으로 갔는데 실망했어요~ 성의있게 반찬이라도,1.5,0
"송도에 살아서 달에 한번 정도 방문하는데 늘 먹는 1++생등심코스로 2인분 주문..  근데 이 맛이 그냥 고무줄 ㅋㅋ 정육시장가서 소고기를 100g 19,000원짜리 먹어도 이것보다 맛있을듯..  그냥 군대 고무줄냉면수준이다.. 컴플레
인후 꽃등심으로 바꿔줬는데..ㅋㅋ 그냥 좀 늘어난 고무줄수준  고기 다 뱉고 계산하고 나옴(씹어도 씹어도 안됨) 원래 이런곳이 아니었는데 개 실망+절망 +폭망이다.. 이걸 130g에 65,000원 받다니.. 진짜 🐕같다.. 지금까지 경복
궁가서 먹었지만 어제 이후 절대 안갈꺼임 ㅋㅋ 그냥 위에 있는 한양불고기가 훨훨씬 낳네요",0.5,0
좋아요,3.5,0
주방장이 바꼈나...ㅜ,2.5,0
그저 그래요,3,0
"로제슈림프 파스타, 연어샐러드 그리고 트러플 머슈롬 피자먹었어요...피자만 좀 먹을만...
의자 넘 불편해서 먹기 힘들어요",1,0
맛 평범하고 굳이 제주도까지 와서 찾아먹을 필요까진 없는 것 같아요. 장소 이전을 했는데 네비게이션이랑 네이버 지도엔 주소가 달라서 겨우 찾아왔는데 아쉽..,3.5,0
특이햇지만 제입맛엔별로,2.5,0
친절했으면 좋겠네요..,2,0
맛나요,3.5,0
맛이변함,1.5,0
좋아요.,3,0
와플맛집,3,0
가격오지게 비쌈ㅠㅠ,3,0
유명하다고해서 포장해서 먹었는데 두번은 안갈거 같아요~~ 한번 먹어봤으니 된거같아요~!,2.5,0
티뷔 방송이라 기대를 하고 들어갔는데 소문보다는 못햇어요. 갈비탕과 아바이순대국을 시켰는데 갈비탕 국물과 순대국 국물의 베이스가 같았어요. 국물을 먹을 수가 없어서 고기랑 순대만 먹었어요. 갈비탕 고기도 무슨 고기인지 알 수가 없었어요. 순대만 먹을 만 했어요. 아주머니는 친절하심,3,0
케이크 먼저 먹었는데 기대한 것만큼은 아니었고 생각보다 실망이에요ㅠㅠ시트롱계열이 맛있다고 유명해서 무스쪽에 기대를 걸어봐야겠네요;;,3.5,0
소곱창은 드시지 마시고 야채곱창만 드세요,3,0
쏘쏘해요,3,0
거품... 너무 좁고 비싸고 근처 뷰스트가 더 나아요,1,0
고사리 죽이었음. 한시간 기다려셔 먹은것 치고 후회됨. 이빨없는 어르신들 가시면좋을듯.,0.5,0
떡은 맛있는데 너무 달아서 내입엔 별루. 오뎅이랑 물떡은 맛있어요.,3,0
대기인원이 많아요 맛은 쏘쏘,3.5,0
ㄱ,3,0
구지 부산가서 먹을필욘 없...,0.5,0
"목살 진심맛있습니다. 서비스로나오는 비지찌개도 맛있어서 밥말아먹었구요
그런데 2명이가든 4명이가든 버섯은 똑같이2개 기본나옵니다. 고기추가해도 오로지 고기만주는데, 쉽게 생각해서 2명 2인분 신규 손님와도 기본으로주는걸 고기추가해도 그냥안주고 돈내고 시켜먹으라는건 이해가 안되네요..",3,0
매장에 누가 들어오든 갑분싸. ,3,0
안이 밖보다 더워요,2.5,0
굿,3.5,0
"직원분들은 친절했고 평일런치로 가서 그런지 생각보다 먹을 거 없었어요!
사진에 보이는 음식들도 디너로만 나오나봐요...몇 개는 있고 몇 개는 없네요ㅠㅠㅠㅠ
하지만 맛은 있었습니다:)",3,0
매장인테니어랑뷰가 좋아요 직원도친절ᆢ 음식도 괜찮아요 단지 짬뽕이 국물이좀 뜨겁지않은게 좀 아쉬워요,3.5,0
양은 적고 가격은 다른곳에 비해 비싸요,2.5,0
가성비 최고의 브런치카페. 10시 오픈부터 줄 서는 곳이니 9시반쯤 가면 한번에 들어갈수 있음. 단 5팀만 가능하니 사람 수 세어보고 줄설지 말지 결정하기바람,3.5,0
웨이팅....ㅠㅠ,1.5,0
비싸서 놀랐구.. 쏘쏘입니다~,3.5,0
새벽에 갔는데 반찬이 쉬었습니다. 사과도 없으셨습니다.,0.5,0
맛있어요,3.5,0
"계란후라이 셀프는 색다르고특이하지만 더운데 후라이할라니 ㅋㅋㅋ 위생관리만 좀 잘해놓으심 나쁘진않을거같어요 !!!
오분자기찌개먹고싶어서왔는데 국물은그낭먹을만한데 .. 오분자기는 너무찔겨요 ㅠ 😢옥돔구이는 좀 비린맛이나네요?? 원래그런맛이겠죠??",2,0
뷰도좋고 맛있어요,3,0
맛있어요,3.5,0
더운날 시원하게 잘먹었어요 근데 물회 양념에 사이다맛이 넘 많이 나요 ㅜㅜ,3.5,0
"분위기 인테리어 너무 좋은데 음식이 너무짜요...
대표메뉴들만으로 주문했는데 아쉽네요.. ㅜ",2.5,0
고기냄새가 좀 나네요,3,0
리뷰이벤트 하는 곳이니 너무 믿지마세요,1.5,0
별루,1,0
"서귀포 아무식당에서 고기국수 맛있게 먹고 생각나서 가봤는데 별로였어요. 고기국수 진하지도 않고 김가루맛.. 비빔국수는 맛있지만 평범한 맛이었네요. 고기는 부드러웠어요
처음 먹어본 사람들이라면 맛있게 먹을거 같아요~",3,0
